,Symbol,Name,Exchange,Sector,industry,dividendRate,exDividendDate,lastSplitDate,lastSplitFactor,Buy,Sell,Hold,Previous_Earnings_Date,Expected,Actual,Surprise,Future Earnings Date
1404,NVFY,"Nova Lifestyle, Inc",Nasdaq,Consumer Durables,Home Furnishings,,,,,0,0,0,2020-08-14,-,-,-,2020-11-10
1405,NCNA,NuCana plc,Nasdaq,Health Care,Major Pharmaceuticals,,,,,0,0,0,2020-08-18,-18.17,-19,-4.59,
1406,NRIX,"Nurix Therapeutics, Inc.",Nasdaq,Health Care,Major Pharmaceuticals,,,,,0,0,0,2020-07-23,-,-,-,
1407,NVEC,NVE Corporation,Nasdaq,Technology,Semiconductors,4,1589500800,,,0,0,0,2020-07-21,-,-,-,
1408,NVDA,NVIDIA Corporation,Nasdaq,Technology,Semiconductors,0.64,1598918400,,,19,1,2,2020-08-18,1.97,2.18,+10.77,2020-11-12
1409,NXTD,NXT-ID Inc.,Nasdaq,Consumer Services,Diversified Commercial Services,,,,,0,0,0,2020-08-18,-,-,-,
1410,OVLY,Oak Valley Bancorp (CA),Nasdaq,Finance,Major Banks,0.28,1596153600,,,0,0,0,2020-07-22,-,-,-,
1411,OBLN,"Obalon Therapeutics, Inc.",Nasdaq,Health Care,Medical/Dental Instruments,,,,,0,0,0,2020-06-18,-0.51,-0.68,-33.33,
1412,OBCI,"Ocean Bio-Chem, Inc.",Nasdaq,Consumer Durables,Specialty Chemicals,0.08,1599523200,,,0,0,0,2020-08-10,-,-,-,
1413,OPTT,"Ocean Power Technologies, Inc.",Nasdaq,Public Utilities,Electric Utilities: Central,,,,,0,0,0,2020-09-15,-,-,-,
1414,OMEX,"Odyssey Marine Exploration, Inc.",Nasdaq,Consumer Services,Marine Transportation,,,,,0,0,0,2020-08-17,-,-,-,2020-11-12
1415,OCCI,"OFS Credit Company, Inc.",Nasdaq,,,2.08,1600041600,,,0,0,0,2020-09-10,0.81,0.33,-59.26,
1416,OCCIP,"OFS Credit Company, Inc.",Nasdaq,,,1.72,1600732800,,,0,0,0,2020-09-10,0.81,0.33,-59.26,
1417,OSBC,"Old Second Bancorp, Inc.",Nasdaq,Finance,Major Banks,0.04,1596067200,,,1,0,0,2020-07-21,0.15,0.31,+105.3,2020-10-21
1418,OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",Nasdaq,Consumer Services,Department/Specialty Retail Stores,,,,,4,1,3,2020-08-26,0.9,1.04,+15.04,2020-12-10
1419,OFLX,"Omega Flex, Inc.",Nasdaq,Capital Goods,Industrial Specialties,1.12,1593648000,,,0,0,0,2020-07-16,-,-,-,2020-10-15
1420,ON,ON Semiconductor Corporation,Nasdaq,Technology,Semiconductors,,,,,9,3,1,2020-08-07,0.02,0.12,+566.67,2020-10-26
1421,ONCY,Oncolytics Biotech Inc.,Nasdaq,Health Care,Major Pharmaceuticals,,,,,1,0,0,2020-08-03,-0.14,-0.17,-21.43,
1422,OPBK,OP Bancorp,Nasdaq,Finance,Major Banks,0.28,1596585600,,,0,0,0,2020-07-22,0.13,0.16,+28,
1423,LPRO,Open Lending Corporation,Nasdaq,Finance,Finance: Consumer Services,,,,,0,0,0,2020-08-10,0.08,-0.02,-124.1,
1424,OPRA,Opera Limited,Nasdaq,Technology,Computer Software: Prepackaged Software,,,,,1,0,0,2020-08-19,0.01,0.17,+1207.69,
1425,OCC,Optical Cable Corporation,Nasdaq,Basic Industries,Telecommunications Equipment,,1445990400,,,0,0,0,2020-09-09,-,-,-,
1426,OPCH,"Option Care Health, Inc.",Nasdaq,Health Care,Medical/Nursing Services,,,,,0,0,0,2020-07-20,-0.08,-0.04,+50,
1427,ORMP,Oramed Pharmaceuticals Inc.,Nasdaq,Health Care,Major Pharmaceuticals,,,,,1,0,0,2020-07-06,-0.17,-0.1,+40.48,
1428,OEG,"Orbital Energy Group, Inc.",Nasdaq,Technology,Electronic Components,,,,,0,0,0,2020-08-17,-0.23,-0.33,-43.48,
1429,ORLY,"O&#39;Reilly Automotive, Inc.",Nasdaq,Consumer Services,Other Specialty Stores,,,,,3,0,1,2020-07-28,4.3,7.1,+65.08,2020-10-21
1430,OGI,Organigram Holdings Inc.,Nasdaq,Health Care,Major Pharmaceuticals,,,,,0,0,0,2020-07-20,-0.02,-0.51,-2450,
1431,OBNK,"Origin Bancorp, Inc.",Nasdaq,Finance,Major Banks,0.37,1597276800,,,1,0,1,2020-07-21,0.2,0.21,+5,
1432,OESX,"Orion Energy Systems, Inc.",Nasdaq,Consumer Durables,Building Products,,,,,1,0,0,2020-06-03,0.04,-0.02,-157.14,
1433,ORRF,Orrstown Financial Services Inc,Nasdaq,Finance,Major Banks,0.68,1596153600,,,0,0,0,2020-07-20,0.24,0.58,+141.67,
1434,OSIS,"OSI Systems, Inc.",Nasdaq,Technology,Semiconductors,,,,,0,0,0,2020-08-19,1.1,1.22,+10.61,
1435,OXLCO,Oxford Lane Capital Corp.,Nasdaq,,,1.88,1600128000,,,0,0,0,2020-07-31,-,-,-,
1436,PACW,PacWest Bancorp,Nasdaq,Finance,Major Banks,1,1598572800,,,2,0,1,2020-07-15,0.44,0.28,-36.65,2020-10-14
1437,PAAS,Pan American Silver Corp.,Nasdaq,Basic Industries,Precious Metals,0.2,1597363200,,,3,0,2,2020-08-04,0.06,0.28,+391.23,
1438,PAND,Pandion Therapeutics Inc.,Nasdaq,,,,,,,0,0,0,2020-07-16,-,-,-,
1439,PKBK,"Parke Bancorp, Inc.",Nasdaq,Finance,Major Banks,0.64,1594252800,,,0,0,0,2020-07-27,-,-,-,2020-10-21
1440,PTRS,Partners Bancorp,Nasdaq,Finance,Major Banks,0.1,1593043200,,,0,0,0,2020-07-28,-,-,-,
1441,PASG,"Passage Bio, Inc.",Nasdaq,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,0,0,1,2020-08-12,-0.57,-0.6,-5.26,
1442,PBHC,"Pathfinder Bancorp, Inc.",Nasdaq,Finance,Major Banks,0.24,1594857600,,,0,0,0,2020-08-03,-,-,-,
1443,PNBK,Patriot National Bancorp Inc.,Nasdaq,Finance,Major Banks,0.04,1575590400,,,0,0,0,2020-08-25,-,-,-,
1444,PDCO,"Patterson Companies, Inc.",Nasdaq,Health Care,Medical Specialities,1.04,1594857600,,,2,0,3,2020-09-02,0.24,0.33,+40.43,2020-12-03
1445,PAVM,PAVmed Inc.,Nasdaq,Health Care,Medical/Dental Instruments,,,,,0,0,0,2020-08-18,-0.1,-0.13,-30,
1446,PAYX,"Paychex, Inc.",Nasdaq,Consumer Services,Diversified Commercial Services,2.48,1596153600,,,0,0,3,2020-07-06,0.6,0.61,+1.33,2020-12-16
1447,PCB,PCB Bancorp,Nasdaq,Finance,Major Banks,0.4,1598572800,,,0,0,0,2020-07-22,0.11,0.22,+105.61,
1448,PDLB,PDL Community Bancorp,Nasdaq,Finance,Savings Institutions,,,,,0,0,0,2020-07-30,-,-0.03,-,
1449,PDSB,PDS Biotechnology Corporation,Nasdaq,Health Care,Major Pharmaceuticals,,,,,0,0,0,2020-08-12,-0.23,-0.19,+17.39,
1450,PTON,"Peloton Interactive, Inc.",Nasdaq,Energy,Consumer Electronics/Appliances,,,,,6,0,0,2020-09-09,0.1,0.27,+175.51,2020-12-10
1451,PWOD,"Penns Woods Bancorp, Inc.",Nasdaq,Finance,Major Banks,1.28,1599177600,,,0,0,0,2020-07-22,-,-,-,2020-10-22
1452,PEBO,Peoples Bancorp Inc.,Nasdaq,Finance,Major Banks,1.36,1596153600,,,0,0,0,2020-07-20,0.13,0.23,+72.93,2020-10-20
1453,PEBK,"Peoples Bancorp of North Carolina, Inc.",Nasdaq,Finance,Major Banks,0.6,1599004800,,,0,0,0,2020-07-20,-,-,-,
1454,PFIS,Peoples Financial Services Corp. ,Nasdaq,Finance,Major Banks,1.44,1598572800,,,0,0,0,2020-07-31,-,-,-,2020-10-20
1455,PFMT,Performant Financial Corporation,Nasdaq,Consumer Services,Other Consumer Services,,,,,0,0,0,2020-08-10,-0.03,-0.01,+66.67,2020-11-10
1456,PESI,"Perma-Fix Environmental Services, Inc.",Nasdaq,Basic Industries,Environmental Services,,,,,0,0,0,2020-08-07,-,-,-,
1457,PPIH,"Perma-Pipe International Holdings, Inc.",Nasdaq,Capital Goods,Pollution Control Equipment,,,,,0,0,0,2020-09-08,-,-,-,2020-12-08
1458,PAHC,Phibro Animal Health Corporation,Nasdaq,Health Care,Major Pharmaceuticals,0.48,1598918400,,,0,0,0,2020-08-25,0.22,0.17,-22.37,2020-11-02
1459,PHIOW,Phio Pharmaceuticals Corp.,Nasdaq,Health Care,Major Pharmaceuticals,,,,,,,,2020-08-11,-0.64,-0.34,+47.29,2020-11-10
1460,PICO,PICO Holdings Inc.,Nasdaq,Finance,Real Estate,,1511222400,,,0,0,0,2020-08-07,-,-,-,
1461,PDD,Pinduoduo Inc.,Nasdaq,Miscellaneous,Business Services,,,,,3,0,3,2020-08-20,-1.4,-0.06,+95.72,
1462,PME,Pingtan Marine Enterprise Ltd.,Nasdaq,,,,1532908800,,,0,0,0,2020-08-18,-,-,-,
1463,PNFP,"Pinnacle Financial Partners, Inc.",Nasdaq,Finance,Major Banks,0.64,1596672000,,,4,0,4,2020-07-20,0.88,0.83,-5.79,2020-10-13
1464,PNFPP,"Pinnacle Financial Partners, Inc.",Nasdaq,Finance,Major Banks,1.69,1597363200,,,0,0,0,2020-07-20,0.88,0.83,-5.79,
1465,PT,Pintec Technology Holdings Limited,Nasdaq,Technology,"Computer Software: Programming, Data Processing",,,,,0,0,0,2020-06-15,-,-,-,
1466,PLYA,Playa Hotels & Resorts N.V.,Nasdaq,Consumer Services,Hotels/Resorts,,,,,0,0,0,2020-08-07,-0.47,-0.46,+2.13,
1467,PLXS,Plexus Corp.,Nasdaq,Technology,Electrical Products,,,,,0,0,0,2020-07-21,0.75,1.2,+60.21,2020-10-21
1468,PLRX,"Pliant Therapeutics, Inc.",Nasdaq,Health Care,Major Pharmaceuticals,,,,,0,0,0,2020-06-02,-,-,-,
1469,PLBC,Plumas Bancorp,Nasdaq,Finance,Finance Companies,0.48,1596067200,,,0,0,0,2020-07-15,-,-,-,
1470,PSTI,"Pluristem Therapeutics, Inc.",Nasdaq,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,1,0,0,2020-09-09,-0.36,-0.32,+12.33,
1471,PYPD,PolyPid Ltd.,Nasdaq,Health Care,Medical/Dental Instruments,,,,,0,0,0,2020-08-18,-0.37,-6.37,-1630.98,
1472,PSTX,"Poseida Therapeutics, Inc.",Nasdaq,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,0,0,0,2020-08-19,-1.48,-2.28,-54.05,
1473,PRPO,"Precipio, Inc.",Nasdaq,Capital Goods,Biotechnology: Laboratory Analytical Instruments,,,,,0,0,0,2020-08-17,-0.2,-0.2,-,2020-11-11
1474,DTIL,"Precision BioSciences, Inc.",Nasdaq,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,0,0,0,2020-08-12,-0.59,-0.63,-6.6,
1475,POAI,Predictive Oncology Inc.,Nasdaq,Health Care,Industrial Specialties,,,,,0,0,0,2020-06-08,-,-,-,
1476,PFBC,Preferred Bank,Nasdaq,,,1.2,1593993600,,,0,0,0,2020-07-20,0.83,1.03,+24.55,2020-10-14
1477,PFBI,"Premier Financial Bancorp, Inc.",Nasdaq,Finance,Major Banks,0.6,1600041600,,,0,0,0,2020-07-30,-,-,-,2020-10-21
1478,PINC,"Premier, Inc.",Nasdaq,Consumer Services,Other Consumer Services,0.76,1598832000,,,0,0,1,2020-08-24,0.61,0.58,-4.29,
1479,PBIO,"Pressure BioSciences, Inc.",Nasdaq,,,,,,,0,0,0,2020-06-29,-,-,-,
1480,PSMT,"PriceSmart, Inc.",Nasdaq,Consumer Services,Department/Specialty Retail Stores,0.7,1597276800,,,0,0,1,2020-07-08,0.27,0.41,+54.72,
1481,PNRG,PrimeEnergy Resources Corporation,Nasdaq,Energy,Oil & Gas Production,,,,,0,0,0,2020-06-29,-,-,-,
1482,PDEX,"Pro-Dex, Inc.",Nasdaq,Health Care,Medical/Dental Instruments,,,,,0,0,0,2020-08-26,0.18,0.64,+255.56,
1483,PRGS,Progress Software Corporation,Nasdaq,Technology,Computer Software: Prepackaged Software,0.66,1598832000,,,0,0,0,2020-09-08,-,-,-,2020-09-29
1484,PSEC,Prospect Capital Corporation,Nasdaq,,,0.72,1601337600,,,0,0,0,2020-08-25,0.17,0.16,-3.03,2020-11-04
1485,PVBC,"Provident Bancorp, Inc.",Nasdaq,Finance,Savings Institutions,0.12,1595980800,,,0,0,0,2020-07-16,-0.13,0.18,+238.46,
1486,PCYO,Pure Cycle Corporation,Nasdaq,Public Utilities,Water Supply,,,,,0,0,0,2020-07-06,-,-,-,
1487,PXS,Pyxis Tankers Inc.,Nasdaq,Transportation,Marine Transportation,,,,,0,0,0,2020-06-02,-0.05,-0.06,-20,
1488,QADA,QAD Inc.,Nasdaq,Technology,Computer Software: Prepackaged Software,0.29,1592956800,,,2,0,0,2020-08-25,0.08,0.2,+156.41,
1489,QADB,QAD Inc.,Nasdaq,Technology,Computer Software: Prepackaged Software,0.24,1592956800,,,0,0,0,2020-08-25,0.02,1.19,+5850,
1490,QIWI,QIWI plc,Nasdaq,Miscellaneous,Business Services,0.97,1600646400,,,1,0,0,2020-08-18,23.75,44.19,+86.02,
1491,QMCO,Quantum Corporation,Nasdaq,Technology,Electronic Components,,,,,1,0,0,2020-06-23,0.01,-0.06,-561.54,2020-11-03
1492,QH,Quhuo Limited,Nasdaq,Miscellaneous,Business Services,,,,,0,0,0,2020-07-09,-,-,-,
1493,QTNT,Quotient Limited,Nasdaq,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,,,,,0,0,0,2020-06-08,-0.34,-0.31,+9.62,
1494,QTT,Qutoutiao Inc.,Nasdaq,Technology,"Computer Software: Programming, Data Processing",,,,,0,0,0,2020-06-03,-1.63,-1.4,+13.9,
1495,METC,"Ramaco Resources, Inc.",Nasdaq,Energy,Coal Mining,,,,,1,0,0,2020-08-07,-0.07,0.06,+185.71,
1496,RAND,Rand Capital Corporation,Nasdaq,Finance,Finance: Consumer Services,,1589241600,,,0,0,0,2020-08-07,-,-,-,
1497,RNDB,"Randolph Bancorp, Inc.",Nasdaq,Finance,Major Banks,,,,,1,0,0,2020-07-27,0.23,1.02,+343.48,
1498,RAVN,"Raven Industries, Inc.",Nasdaq,Capital Goods,Specialty Chemicals,,1594857600,,,0,0,0,2020-08-25,0.04,0.16,+272.09,2020-11-24
1499,RDI,Reading International Inc,Nasdaq,Consumer Services,Movies/Entertainment,,,,,0,0,0,2020-06-24,-0.24,-0.27,-14.41,
1500,RDIB,Reading International Inc,Nasdaq,Consumer Services,Movies/Entertainment,,,,,0,0,0,2020-06-29,-,-,-,
1501,RRBI,"Red River Bancshares, Inc.",Nasdaq,Finance,Major Banks,0.24,1599782400,,,0,0,0,2020-07-28,0.75,0.93,+24.83,
1502,RRGB,"Red Robin Gourmet Burgers, Inc.",Nasdaq,Consumer Services,Restaurants,,,,,0,0,2,2020-08-10,-3.27,-3.31,-1.19,2020-11-03
1503,RDHL,Redhill Biopharma Ltd.,Nasdaq,Health Care,Major Pharmaceuticals,,,,,0,0,0,2020-08-12,-0.07,-0.4,-471.43,
1504,RLAY,"Relay Therapeutics, Inc.",Nasdaq,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,0,0,0,2020-07-08,-,-,-,
1505,RBNC,"Reliant Bancorp, Inc.",Nasdaq,Finance,Major Banks,0.4,1596672000,,,1,0,0,2020-07-22,0.28,0.6,+114.29,
1506,RELV,"Reliv&#39; International, Inc.",Nasdaq,Health Care,Major Pharmaceuticals,,1384300800,,,0,0,0,2020-08-14,-,-,-,2020-11-12
1507,RCII,Rent-A-Center Inc.,Nasdaq,Technology,Diversified Commercial Services,1.16,1594252800,,,1,0,1,2020-08-04,0.6,0.8,+32.45,2020-11-04
1508,RPTX,Repare Therapeutics Inc.,Nasdaq,Health Care,Major Pharmaceuticals,,,,,0,0,0,2020-06-18,-,-,-,
1509,REPL,"Replimune Group, Inc.",Nasdaq,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,0,0,0,2020-06-02,-0.45,-0.41,+8.89,
1510,RBCAA,"Republic Bancorp, Inc.",Nasdaq,Finance,Major Banks,1.14,1600300800,,,0,0,0,2020-07-16,0.67,0.76,+13.43,2020-10-16
1511,RFIL,"RF Industries, Ltd.",Nasdaq,Capital Goods,Electrical Products,,1585526400,,,0,0,0,2020-09-09,0.01,0.02,+100,2020-09-17
1512,RGCO,RGC Resources Inc.,Nasdaq,Public Utilities,Oil & Gas Production,0.7,1594684800,,,0,0,0,2020-08-07,-0.04,0.15,+475,
1513,RMBI,"Richmond Mutual Bancorporation, Inc.",Nasdaq,Finance,Major Banks,0.2,1599004800,,,0,0,0,2020-07-23,-,-,-,
1514,RVSB,Riverview Bancorp Inc,Nasdaq,Finance,Savings Institutions,0.2,1594166400,,,0,0,0,2020-07-29,0.11,0.02,-81.82,
1515,RIVE,Riverview Financial Corporation,Nasdaq,Finance,Major Banks,,1591920000,,,0,0,0,2020-08-13,-,-,-,
1516,RCKY,"Rocky Brands, Inc.",Nasdaq,Consumer Non-Durables,Shoe Manufacturing,0.56,1598918400,,,0,0,0,2020-07-27,-0.16,0.33,+306.25,
1517,RMCF,"Rocky Mountain Chocolate Factory, Inc.",Nasdaq,Consumer Non-Durables,Specialty Foods,,1582761600,,,0,0,0,2020-05-28,-,-,-,
1518,ROST,"Ross Stores, Inc.",Nasdaq,Consumer Services,Clothing/Shoe/Accessory Stores,,1584316800,,,6,0,2,2020-08-19,-0.27,0.06,+122.56,2020-11-19
1519,RPRX,Royalty Pharma plc,Nasdaq,Health Care,Major Pharmaceuticals,0.6,1600041600,,,0,0,0,2020-06-16,-,-,-,
1520,RBCN,"Rubicon Technology, Inc.",Nasdaq,Technology,Semiconductors,,,,,0,0,0,2020-08-14,-,-,-,2020-11-12
1521,RUHN,Ruhnn Holding Limited,Nasdaq,Consumer Services,Catalog/Specialty Distribution,,,,,0,0,0,2020-06-02,-,-,-,
1522,SAL,"Salisbury Bancorp, Inc.",Nasdaq,Finance,Savings Institutions,1.16,1597276800,,,0,0,0,2020-07-30,0.47,0.96,+106.45,
1523,SAFM,"Sanderson Farms, Inc.",Nasdaq,Consumer Non-Durables,Meat/Poultry/Fish,1.28,1595808000,,,0,0,2,2020-08-26,0.95,1.48,+55.95,2020-12-17
1524,SASR,"Sandy Spring Bancorp, Inc.",Nasdaq,Finance,Major Banks,1.2,1597104000,,,0,0,0,2020-07-22,0.07,-0.31,-576.92,2020-10-15
1525,SCHN,"Schnitzer Steel Industries, Inc.",Nasdaq,Consumer Durables,Industrial Specialties,0.75,1596758400,,,0,0,0,2020-06-30,-0.12,0.05,+140,2020-10-19
1526,SRRK,Scholar Rock Holding Corporation,Nasdaq,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,0,0,0,2020-08-06,-0.54,-0.65,-21.27,2020-11-10
1527,SEAC,"SeaChange International, Inc.",Nasdaq,Technology,Radio And Television Broadcasting And Communications Equipment,,,,,0,0,0,2020-09-07,-0.13,-0.14,-3.7,2020-12-02
1528,SBCF,Seacoast Banking Corporation of Florida,Nasdaq,Finance,Major Banks,,1236902400,,,2,0,0,2020-07-22,0.34,0.47,+39.47,2020-10-22
1529,SHIP,Seanergy Maritime Holdings Corp,Nasdaq,Transportation,Marine Transportation,,1215388800,2020-06-30 00:00:00,1:16,0,0,0,2020-06-24,-5.04,-4.96,+1.59,2020-11-03
1530,SHIPW,Seanergy Maritime Holdings Corp,Nasdaq,Transportation,Marine Transportation,,,,,,,,2020-06-24,-5.04,-4.96,+1.59,
1531,EYES,"Second Sight Medical Products, Inc.",Nasdaq,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,,,,,0,0,0,2020-06-25,-0.41,-0.57,-39.02,
1532,SECO,Secoo Holding Limited,Nasdaq,Consumer Services,Other Specialty Stores,,,,,0,0,0,2020-09-03,-,-,-,
1533,SCWX,SecureWorks Corp.,Nasdaq,Technology,Computer Software: Prepackaged Software,,,,,0,0,0,2020-09-08,0.02,0.1,+400,
1534,SEIC,SEI Investments Company,Nasdaq,Finance,Investment Bankers/Brokers/Service,0.7,1591920000,,,1,0,0,2020-07-21,0.68,0.68,-,2020-10-21
1535,LEDS,SemiLEDS Corporation,Nasdaq,Technology,Semiconductors,,,,,0,0,0,2020-07-09,-,-,-,
1536,SMTC,Semtech Corporation,Nasdaq,Technology,Semiconductors,,336960000,,,6,0,0,2020-08-25,0.42,0.43,+3.61,2020-12-02
1537,SNCA,"Seneca Biopharma, Inc.",Nasdaq,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,0,0,0,2020-08-13,-,-,-,
1538,SENEA,Seneca Foods Corp.,Nasdaq,Consumer Non-Durables,Packaged Foods,,,,,0,0,0,2020-07-01,-,-,-,
1539,SENEB,Seneca Foods Corp.,Nasdaq,Consumer Non-Durables,Packaged Foods,,341539200,,,0,0,0,2020-07-01,-,-,-,2020-11-04
1540,AIHS,Senmiao Technology Limited,Nasdaq,Finance,Finance: Consumer Services,,,,,0,0,0,2020-07-09,-,-,-,
1541,SQBG,"Sequential Brands Group, Inc.",Nasdaq,Consumer Non-Durables,Apparel,,,2020-07-27 00:00:00,1:40,0,0,0,2020-08-13,-,-,-,2020-11-06
1542,SVBI,Severn Bancorp Inc,Nasdaq,Finance,Major Banks,0.16,1599177600,,,0,0,0,2020-07-24,-,-,-,
1543,SGBX,"SG Blocks, Inc.",Nasdaq,Consumer Services,RETAIL: Building Materials,,,,,0,0,0,2020-08-12,-0.08,-0.16,-100,
1544,SMED,Sharps Compliance Corp.,Nasdaq,Basic Industries,Environmental Services,,,,,0,0,0,2020-08-18,0.01,0.13,+1525,2020-10-21
1545,PIXY,"ShiftPixy, Inc.",Nasdaq,Technology,Diversified Commercial Services,,,,,0,0,0,2020-07-14,-,-,-,
1546,SHLO,"Shiloh Industries, Inc.",Nasdaq,Capital Goods,Industrial Specialties,,,,,0,0,0,2020-09-08,-,-,-,
1547,SCVL,"Shoe Carnival, Inc.",Nasdaq,Consumer Services,Clothing/Shoe/Accessory Stores,0.36,1593648000,,,1,0,0,2020-08-31,0.62,0.71,+15.45,2020-11-19
1548,SHBI,Shore Bancshares Inc,Nasdaq,Finance,Major Banks,0.48,1597276800,,,0,0,0,2020-07-22,0.22,0.43,+95.45,2020-10-22
1549,SIEB,Siebert Financial Corp.,Nasdaq,Finance,Investment Bankers/Brokers/Service,,1476144000,,,0,0,0,2020-05-28,-,-,-,
1550,SGMA,"SigmaTron International, Inc.",Nasdaq,Technology,Electrical Products,,,,,0,0,0,2020-09-08,-,-,-,
1551,SBNY,Signature Bank,Nasdaq,Finance,Major Banks,2.24,1596067200,,,8,0,2,2020-07-20,2.25,2.21,-1.56,2020-10-15
1552,SFNC,Simmons First National Corporation,Nasdaq,Finance,Major Banks,0.68,1600041600,,,1,0,0,2020-07-20,0.31,0.54,+73.08,2020-10-20
1553,SLP,"Simulations Plus, Inc.",Nasdaq,Technology,EDP Services,0.24,1595548800,,,0,0,0,2020-07-08,0.1,0.16,+68.42,
1554,SINA,Sina Corporation,Nasdaq,Technology,Computer Software: Prepackaged Software,,,,,0,0,0,2020-09-15,0.43,-,-,2020-11-12
1555,SBGI,"Sinclair Broadcast Group, Inc.",Nasdaq,Consumer Services,Broadcasting,0.8,1598832000,,,0,1,0,2020-08-04,4.87,3.12,-35.96,2020-11-04
1556,SNBR,Sleep Number Corporation,Nasdaq,Consumer Durables,Home Furnishings,,,,,1,0,2,2020-07-14,-0.67,-0.45,+32.74,2020-10-13
1557,SLMBP,SLM Corporation,Nasdaq,Finance,Finance: Consumer Services,2.07,1599091200,,,0,0,0,2020-07-21,0.08,-0.22,-368.29,2020-10-21
1558,SGH,"SMART Global Holdings, Inc.",Nasdaq,Technology,Semiconductors,,,,,1,0,1,2020-07-06,0.67,0.7,+4.17,
1559,SWBI,"Smith & Wesson Brands, Inc.",Nasdaq,Capital Goods,Ordnance And Accessories,0.2,1600214400,2020-08-25 00:00:00,1301:1000,0,0,0,2020-09-02,0.48,0.97,+100.83,2020-12-03
1560,SONN,"Sonnet BioTherapeutics Holdings, Inc.",Nasdaq,Health Care,Major Pharmaceuticals,,,,,0,0,0,2020-08-13,-,-,-,2020-11-12
1561,SNOA,"Sonoma Pharmaceuticals, Inc.",Nasdaq,Health Care,Major Pharmaceuticals,,,,,0,0,0,2020-07-09,-,-0.77,-,
1562,SOHO,Sotherly Hotels Inc.,Nasdaq,Consumer Services,Real Estate Investment Trusts,,1583971200,,,0,0,0,2020-06-23,-0.15,-1.01,-573.33,
1563,SOHOB,Sotherly Hotels Inc.,Nasdaq,Consumer Services,Real Estate Investment Trusts,2,1585526400,,,0,0,0,2020-06-24,-,-,-,2020-11-10
1564,SOHOO,Sotherly Hotels Inc.,Nasdaq,Consumer Services,Real Estate Investment Trusts,1.97,1585526400,,,0,0,0,2020-06-23,-0.15,-1.01,-573.33,
1565,SFBC,"Sound Financial Bancorp, Inc.",Nasdaq,Finance,Savings Institutions,0.6,1596499200,,,0,0,0,2020-07-24,-,-,-,
1566,SFST,"Southern First Bancshares, Inc.",Nasdaq,Finance,Major Banks,,,,,0,0,0,2020-07-27,0.55,0.6,+9.09,2020-11-03
1567,SBSI,"Southside Bancshares, Inc.",Nasdaq,Finance,Major Banks,1.24,1597795200,,,0,0,1,2020-07-21,0.37,0.65,+76.63,2020-10-23
1568,SGRP,"SPAR Group, Inc.",Nasdaq,Miscellaneous,Business Services,,,,,0,0,0,2020-08-14,-,-,-,2020-11-11
1569,SPLK,Splunk Inc.,Nasdaq,Technology,Computer Software: Prepackaged Software,,,,,4,0,0,2020-08-25,-0.33,-0.33,-0.3,2020-11-19
1570,SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",Nasdaq,Consumer Services,Other Specialty Stores,,,,,2,0,0,2020-09-01,0.29,0.76,+159.39,
1571,SRAX,"SRAX, Inc.",Nasdaq,Technology,Advertising,,,,,0,0,0,2020-08-17,-0.26,-0.38,-46.15,
1572,STAF,"Staffing 360 Solutions, Inc.",Nasdaq,Technology,Professional Services,0.04,1576108800,,,0,0,0,2020-08-10,-0.33,-0.59,-79.39,
1573,SBLK,Star Bulk Carriers Corp.,Nasdaq,Transportation,Marine Transportation,0.2,1582848000,,,1,0,0,2020-08-04,-0.3,-0.19,+36.24,2020-11-18
1574,STFC,State Auto Financial Corporation,Nasdaq,Finance,Property-Casualty Insurers,0.4,1600214400,,,0,0,0,2020-08-05,-0.76,-0.59,+22.67,2020-10-29
1575,GASS,"StealthGas, Inc.",Nasdaq,Transportation,Marine Transportation,,1235606400,,,0,0,0,2020-08-20,0.02,0.25,+1150,2020-11-19
1576,SYBT,"Stock Yards Bancorp, Inc.",Nasdaq,Finance,Major Banks,1.08,1600387200,,,1,0,0,2020-07-21,0.47,0.59,+25.53,2020-10-21
1577,STRS,Stratus Properties Inc.,Nasdaq,Consumer Services,Homebuilding,,1490745600,,,0,0,0,2020-06-25,-,-,-,
1578,STRM,"Streamline Health Solutions, Inc.",Nasdaq,Technology,EDP Services,,,,,0,0,0,2020-09-10,-0.05,-0.04,+20,
1579,SBBP,Strongbridge Biopharma plc,Nasdaq,Health Care,Major Pharmaceuticals,,,,,0,0,0,2020-08-03,-0.21,-0.12,+43.93,
1580,SNBP,"Sun BioPharma, Inc.",Nasdaq,Health Care,Major Pharmaceuticals,,,,,0,0,0,2020-08-11,-,-,-,
